SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,BANDING_CODES,ORDER,FAMILY_COM_NAME,4-Letter-Code (IBP),Common Name (IBP),6-Letter-Code (IBP),中文名,英文名,Common Name (BBL),4-Letter-Code (BBL),Name_Diff,Code_Diff,Common-Names,4-Letter-Code
Cygnus olor x cygnus,Mute x Whooper Swan (hybrid),x00997,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Mute x Whooper Swan (hybrid),
Cygnus buccinator x cygnus,Trumpeter x Whooper Swan (hybrid),x00419,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Trumpeter x Whooper Swan (hybrid),
Coscoroba coscoroba,Coscoroba Swan,cosswa1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Coscoroba Swan,
Sarkidiornis melanotos,Knob-billed Duck,comduc2,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,瘤鸭,Knob-billed Duck,,,,,Knob-billed Duck,
Sarkidiornis sylvicola,Comb Duck,comduc3,species,CODU,Anseriformes,"Ducks, Geese, and Waterfowl",CODU,Comb Duck,SARSYL,,,,,,,Comb Duck,CODU
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Hartlaub's Duck,
Oressochen jubatus,Orinoco Goose,origoo1,species,ORGO,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Orinoco Goose,ORGO
Oressochen melanopterus,Andean Goose,andgoo1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Andean Goose,
Chloephaga picta,Upland Goose,uplgoo1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Upland Goose,
Chloephaga hybrida,Kelp Goose,kelgoo1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Kelp Goose,
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Ashy-headed Goose,
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Ruddy-headed Goose,
Chloephaga poliocephala x rubidiceps,Ashy-headed x Ruddy-headed Goose (hybrid),x01120,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Ashy-headed x Ruddy-headed Goose (hybrid),
Radjah radjah,Radjah Shelduck,radshe1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Radjah Shelduck,
Alopochen aegyptiaca,Egyptian Goose,egygoo,species,EGGO,Anseriformes,"Ducks, Geese, and Waterfowl",EGGO,Egyptian Goose,ALOAEG,,,,,,,Egyptian Goose,EGGO
Sarkidiornis melanotos x Alopochen aegyptiaca,Knob-billed Duck x Egyptian Goose (hybrid),x01177,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Knob-billed Duck x Egyptian Goose (hybrid),
Alopochen mauritiana,Mauritius Shelduck,maushe1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Mauritius Shelduck,
Alopochen kervazoi,Reunion Shelduck,reushe1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Reunion Shelduck,
Tadorna ferruginea,Ruddy Shelduck,rudshe,species,RUSH,Anseriformes,"Ducks, Geese, and Waterfowl",RUSH,Ruddy Shelduck,TADFER,赤麻鸭,Ruddy Shelduck,,,,,Ruddy Shelduck,RUSH
Alopochen aegyptiaca x Tadorna ferruginea,Egyptian Goose x Ruddy Shelduck (hybrid),x00367,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Egyptian Goose x Ruddy Shelduck (hybrid),
Tadorna cana,South African Shelduck,soashe1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,South African Shelduck,
Tadorna tadornoides,Australian Shelduck,ausshe1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Australian Shelduck,
Tadorna variegata,Paradise Shelduck,parshe1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Paradise Shelduck,
Tadorna tadorna,Common Shelduck,comshe,species,COMS,Anseriformes,"Ducks, Geese, and Waterfowl",COMS,Common Shelduck,TADTAD,翘鼻麻鸭,Common Shelduck,,,,,Common Shelduck,COMS
Tadorna ferruginea x tadorna,Ruddy x Common Shelduck (hybrid),x00876,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Ruddy x Common Shelduck (hybrid),
Tadorna cristata,Crested Shelduck,creshe1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,冠麻鸭,Crested Shelduck,,,,,Crested Shelduck,
Plectropterus gambensis,Spur-winged Goose,spwgoo1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Spur-winged Goose,
Tachyeres patachonicus,Flying Steamer-Duck,flystd1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Flying Steamer-Duck,
Tachyeres pteneres,Flightless Steamer-Duck,flistd1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Flightless Steamer-Duck,
Tachyeres brachypterus,Falkland Steamer-Duck,falstd1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Falkland Steamer-Duck,
Tachyeres leucocephalus,White-headed Steamer-Duck,whhstd1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,White-headed Steamer-Duck,
Lophonetta specularioides,Crested Duck,creduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Crested Duck,
Speculanas specularis,Spectacled Duck,speduc2,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Spectacled Duck,
Cairina moschata,Muscovy Duck,musduc,species,MUDU,Anseriformes,"Ducks, Geese, and Waterfowl",MUDU,Muscovy Duck,CAIMOS,,,Muscovy Duck,MUDU,,,Muscovy Duck,MUDU
Alopochen aegyptiaca x Cairina moschata,Egyptian Goose x Muscovy Duck (hybrid),x01045,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Egyptian Goose x Muscovy Duck (hybrid),
Nettapus pulchellus,Green Pygmy-Goose,grnpyg1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Green Pygmy-Goose,
Nettapus coromandelianus,Cotton Pygmy-Goose,copgoo1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,棉凫,Cotton Pygmy Goose,,,,,Cotton Pygmy-Goose,
Nettapus auritus,African Pygmy-Goose,afrpyg1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,African Pygmy-Goose,
Callonetta leucophrys,Ringed Teal,rintea1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Ringed Teal,
Aix sponsa,Wood Duck,wooduc,species,WODU,Anseriformes,"Ducks, Geese, and Waterfowl",WODU,Wood Duck,AIXSPO,,,Wood Duck,WODU,,,Wood Duck,WODU
Tadorna tadorna x Aix sponsa,Common Shelduck x Wood Duck (hybrid),x00940,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Common Shelduck x Wood Duck (hybrid),
Aix galericulata,Mandarin Duck,manduc,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,鸳鸯,Mandarin Duck,,,,,Mandarin Duck,
Aix sponsa x galericulata,Wood x Mandarin Duck (hybrid),x00833,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Wood x Mandarin Duck (hybrid),
Chenonetta jubata,Maned Duck,manduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Maned Duck,
Chenonetta finschi,Finsch's Duck,finduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Finsch's Duck,
Amazonetta brasiliensis,Brazilian Teal,bratea1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Brazilian Teal,
Aix sponsa x Amazonetta brasiliensis,Wood Duck x Brazilian Teal (hybrid),x01178,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Wood Duck x Brazilian Teal (hybrid),
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Blue Duck,
Merganetta armata,Torrent Duck,torduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Torrent Duck,
Salvadorina waigiuensis,Salvadori's Teal,saltea1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Salvadori's Teal,
Sibirionetta formosa,Baikal Teal,baitea,species,BATE,Anseriformes,"Ducks, Geese, and Waterfowl",BATE,Baikal Teal,SIBFOR,花脸鸭,Baikal Teal,Baikal Teal,BATE,,,Baikal Teal,BATE
Spatula querquedula,Garganey,gargan,species,GARG,Anseriformes,"Ducks, Geese, and Waterfowl",GARG,Garganey,SPAQUE,白眉鸭,Garganey,Garganey,GARG,,,Garganey,GARG
Spatula hottentota,Blue-billed Teal,hottea1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Blue-billed Teal,
Spatula versicolor,Silver Teal,siltea1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Silver Teal,
Spatula puna,Puna Teal,puntea1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Puna Teal,
Spatula discors,Blue-winged Teal,buwtea,species,BWTE,Anseriformes,"Ducks, Geese, and Waterfowl",BWTE,Blue-winged Teal,SPADIS,,,Blue-winged Teal,BWTE,,,Blue-winged Teal,BWTE
Sibirionetta formosa x Spatula discors,Baikal x Blue-winged Teal (hybrid),x01179,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Baikal x Blue-winged Teal (hybrid),
Spatula cyanoptera,Cinnamon Teal,cintea,species,CITE,Anseriformes,"Ducks, Geese, and Waterfowl",CITE,Cinnamon Teal,SPACYA,,,Cinnamon Teal,CITE,,,Cinnamon Teal,CITE
Spatula discors x cyanoptera,Blue-winged x Cinnamon Teal (hybrid),bwxtea1,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Blue-winged x Cinnamon Teal (hybrid),
Spatula platalea,Red Shoveler,redsho1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Red Shoveler,
Spatula smithii,Cape Shoveler,capsho1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Cape Shoveler,
Spatula rhynchotis,Australasian Shoveler,aussho1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Australasian Shoveler,
Spatula clypeata,Northern Shoveler,norsho,species,NSHO,Anseriformes,"Ducks, Geese, and Waterfowl",NSHO,Northern Shoveler,SPACLY,琵嘴鸭,Northern Shoveler,Northern Shoveler,NSHO,,,Northern Shoveler,NSHO
Spatula querquedula x clypeata,Garganey x Northern Shoveler (hybrid),x00836,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Garganey x Northern Shoveler (hybrid),
Spatula discors x clypeata,Blue-winged Teal x Northern Shoveler (hybrid),x00629,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Blue-winged Teal x Northern Shoveler (hybrid),
Spatula cyanoptera x clypeata,Cinnamon Teal x Northern Shoveler (hybrid),x00630,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Cinnamon Teal x Northern Shoveler (hybrid),
Mareca strepera,Gadwall,gadwal,species,GADW,Anseriformes,"Ducks, Geese, and Waterfowl",GADW,Gadwall,MARSTR,赤膀鸭,Gadwall,Gadwall,GADW,,,Gadwall,GADW
Spatula clypeata x Mareca strepera,Northern Shoveler x Gadwall (hybrid),x00457,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Northern Shoveler x Gadwall (hybrid),
Mareca falcata,Falcated Duck,falduc,species,FADU,Anseriformes,"Ducks, Geese, and Waterfowl",FADU,Falcated Duck,MARFAL,罗纹鸭,Falcated Duck,Falcated Duck,FADU,,,Falcated Duck,FADU
Sibirionetta formosa x Mareca falcata,Baikal Teal x Falcated Duck (hybrid),x00368,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Baikal Teal x Falcated Duck (hybrid),
Mareca strepera x falcata,Gadwall x Falcated Duck (hybrid),x00369,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Gadwall x Falcated Duck (hybrid),
Mareca penelope,Eurasian Wigeon,eurwig,species,EUWI,Anseriformes,"Ducks, Geese, and Waterfowl",EUWI,Eurasian Wigeon,MARPEN,赤颈鸭,Eurasian Wigeon,Eurasian Wigeon,EUWI,,,Eurasian Wigeon,EUWI
Sibirionetta formosa x Mareca penelope,Baikal Teal x Eurasian Wigeon (hybrid),x01219,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Baikal Teal x Eurasian Wigeon (hybrid),
Spatula clypeata x Mareca penelope,Northern Shoveler x Eurasian Wigeon (hybrid),x01140,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Northern Shoveler x Eurasian Wigeon (hybrid),
Mareca strepera x penelope,Gadwall x Eurasian Wigeon (hybrid),x00723,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Gadwall x Eurasian Wigeon (hybrid),
Mareca falcata x penelope,Falcated Duck x Eurasian Wigeon (hybrid),x01220,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Falcated Duck x Eurasian Wigeon (hybrid),
Mareca americana,American Wigeon,amewig,species,AMWI,Anseriformes,"Ducks, Geese, and Waterfowl",AMWI,American Wigeon,MARAME,绿眉鸭,American Wigeon,American Wigeon,AMWI,,,American Wigeon,AMWI
Aix sponsa x Mareca americana,Wood Duck x American Wigeon (hybrid),x00877,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Wood Duck x American Wigeon (hybrid),
Spatula discors x Mareca americana,Blue-winged Teal x American Wigeon (hybrid),x00370,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Blue-winged Teal x American Wigeon (hybrid),
Spatula clypeata x Mareca americana,Northern Shoveler x American Wigeon (hybrid),x00777,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Northern Shoveler x American Wigeon (hybrid),
Mareca strepera x americana,Gadwall x American Wigeon (hybrid),x00724,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Gadwall x American Wigeon (hybrid),
Mareca penelope x americana,Eurasian x American Wigeon (hybrid),x00421,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Eurasian x American Wigeon (hybrid),
Mareca sibilatrix,Chiloe Wigeon,chiwig1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Chiloe Wigeon,
Mareca penelope x sibilatrix,Eurasian x Chiloe Wigeon (hybrid),x00998,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Eurasian x Chiloe Wigeon (hybrid),
Mareca marecula,Amsterdam Duck,amsduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Amsterdam Duck,
Anas sparsa,African Black Duck,afbduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,African Black Duck,
Anas undulata,Yellow-billed Duck,yebduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Yellow-billed Duck,
Anas melleri,Meller's Duck,melduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Meller's Duck,
Anas superciliosa,Pacific Black Duck,pabduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,Pacific Black Duck,PBDU,,BBL,Pacific Black Duck,(PBDU)
Anas laysanensis,Laysan Duck,layduc,species,LAYD,Anseriformes,"Ducks, Geese, and Waterfowl",LAYD,Laysan Duck,ANALAY,,,Laysan Duck,LADU,,BBL,Laysan Duck,LAYD
Anas wyvilliana,Hawaiian Duck,hawduc,species,HAWD,Anseriformes,"Ducks, Geese, and Waterfowl",HAWD,Hawaiian Duck,ANAWYV,,,Hawaiian Duck,HAWD,,,Hawaiian Duck,HAWD
Anas luzonica,Philippine Duck,phiduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,棕颈鸭,Philippine Duck,,,,,Philippine Duck,
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,印缅斑嘴鸭,Indian Spot-billed Duck,,,,,Indian Spot-billed Duck,
Anas zonorhyncha,Eastern Spot-billed Duck,spbduc,species,ESBD,Anseriformes,"Ducks, Geese, and Waterfowl",ESBD,Eastern Spot-billed Duck,ANAZON,斑嘴鸭,Chinese Spot-billed Duck,,,CNBIRD,,Eastern Spot-billed Duck|Chinese Spot-billed Duck,ESBD
Anas platyrhynchos,Mallard,mallar3,species,MALL,Anseriformes,"Ducks, Geese, and Waterfowl",MALL,Mallard,ANAPLA,绿头鸭,Mallard,Mallard,MALL,,,Mallard,MALL
Alopochen aegyptiaca x Anas platyrhynchos,Egyptian Goose x Mallard (hybrid),x01147,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Egyptian Goose x Mallard (hybrid),
Tadorna ferruginea x Anas platyrhynchos,Ruddy Shelduck x Mallard (hybrid),x01148,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Ruddy Shelduck x Mallard (hybrid),
Cairina moschata x Anas platyrhynchos,Muscovy Duck x Mallard (hybrid),mdxmal1,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Muscovy Duck x Mallard (hybrid),
Aix sponsa x Anas platyrhynchos,Wood Duck x Mallard (hybrid),x00205,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Wood Duck x Mallard (hybrid),
Spatula clypeata x Anas platyrhynchos,Northern Shoveler x Mallard (hybrid),x00612,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Northern Shoveler x Mallard (hybrid),
Mareca strepera x Anas platyrhynchos,Gadwall x Mallard (hybrid),x00420,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Gadwall x Mallard (hybrid),
Mareca falcata x Anas platyrhynchos,Falcated Duck x Mallard (hybrid),x01221,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Falcated Duck x Mallard (hybrid),
Mareca penelope x Anas platyrhynchos,Eurasian Wigeon x Mallard (hybrid),x00647,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Eurasian Wigeon x Mallard (hybrid),
Mareca americana x Anas platyrhynchos,American Wigeon x Mallard (hybrid),x00611,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,American Wigeon x Mallard (hybrid),
Anas sparsa x platyrhynchos,African Black Duck x Mallard (hybrid),x01149,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,African Black Duck x Mallard (hybrid),
Anas undulata x platyrhynchos,Yellow-billed Duck x Mallard (hybrid),x00760,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Yellow-billed Duck x Mallard (hybrid),
Anas superciliosa x platyrhynchos,Pacific Black Duck x Mallard (hybrid),x00458,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Pacific Black Duck x Mallard (hybrid),
Anas wyvilliana x platyrhynchos,Hawaiian Duck x Mallard (hybrid),x00423,hybrid,MHDH,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Hawaiian Duck x Mallard (hybrid),MHDH
Anas poecilorhyncha x platyrhynchos,Indian Spot-billed Duck x Mallard (hybrid),x00834,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Indian Spot-billed Duck x Mallard (hybrid),
Anas zonorhyncha x platyrhynchos,Eastern Spot-billed Duck x Mallard (hybrid),x00835,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Eastern Spot-billed Duck x Mallard (hybrid),
Anas diazi,Mexican Duck,mexduc,species,MEDU,Anseriformes,"Ducks, Geese, and Waterfowl",MEDU,Mexican Duck,ANADIA,,,Mexican Duck,MEDU,,,Mexican Duck,MEDU
Anas platyrhynchos x diazi,Mallard x Mexican Duck (hybrid),mallar4,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Mallard x Mexican Duck (hybrid),
Anas rubripes,American Black Duck,ambduc,species,ABDU,Anseriformes,"Ducks, Geese, and Waterfowl",ABDU,American Black Duck,ANARUB,,,American Black Duck,ABDU,,,American Black Duck,ABDU
Mareca americana x Anas rubripes,American Wigeon x American Black Duck (hybrid),x00941,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,American Wigeon x American Black Duck (hybrid),
Anas platyrhynchos x rubripes,Mallard x American Black Duck (hybrid),x00004,hybrid,MBDH,Anseriformes,"Ducks, Geese, and Waterfowl",MBDH,Mallard X American Black Duck Hybrid,ANAPLR,,,,,,,Mallard x American Black Duck (hybrid),MBDH
Anas fulvigula,Mottled Duck,motduc,species,MODU,Anseriformes,"Ducks, Geese, and Waterfowl",MODU,Mottled Duck,ANAFUL,,,Mottled Duck,MODU,,,Mottled Duck,MODU
Anas platyrhynchos x fulvigula,Mallard x Mottled Duck (hybrid),x00422,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Mallard x Mottled Duck (hybrid),
Anas platyrhynchos x diazi/fulvigula,Mallard x Mexican/Mottled Duck (hybrid),y01098,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Mallard x Mexican/Mottled Duck (hybrid),
Anas diazi x fulvigula,Mexican x Mottled Duck (hybrid),x00922,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Mexican x Mottled Duck (hybrid),
Anas capensis,Cape Teal,captea1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Cape Teal,
Anas bahamensis,White-cheeked Pintail,whcpin,species,WCHP,Anseriformes,"Ducks, Geese, and Waterfowl",WCHP,White-cheeked Pintail,ANABAH,,,White-cheeked Pintail,WHIP,,BBL,White-cheeked Pintail,WCHP
Anas platyrhynchos x bahamensis,Mallard x White-cheeked Pintail (hybrid),x00778,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Mallard x White-cheeked Pintail (hybrid),
Anas erythrorhyncha,Red-billed Duck,rebduc1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Red-billed Duck,
Anas undulata x erythrorhyncha,Yellow-billed x Red-billed Duck (hybrid),x01222,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Yellow-billed x Red-billed Duck (hybrid),
Anas capensis x erythrorhyncha,Cape Teal x Red-billed Duck (hybrid),x01223,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Cape Teal x Red-billed Duck (hybrid),
Anas acuta,Northern Pintail,norpin,species,NOPI,Anseriformes,"Ducks, Geese, and Waterfowl",NOPI,Northern Pintail,ANAACU,针尾鸭,Northern Pintail,Northern Pintail,NOPI,,,Northern Pintail,NOPI
Sibirionetta formosa x Anas acuta,Baikal Teal x Northern Pintail (hybrid),x00837,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Baikal Teal x Northern Pintail (hybrid),
Spatula clypeata x Anas acuta,Northern Shoveler x Northern Pintail (hybrid),x01180,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Northern Shoveler x Northern Pintail (hybrid),
Mareca strepera x Anas acuta,Gadwall x Northern Pintail (hybrid),x00610,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Gadwall x Northern Pintail (hybrid),
Mareca penelope x Anas acuta,Eurasian Wigeon x Northern Pintail (hybrid),x00761,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Eurasian Wigeon x Northern Pintail (hybrid),
Mareca americana x Anas acuta,American Wigeon x Northern Pintail (hybrid),x00196,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,American Wigeon x Northern Pintail (hybrid),
Anas superciliosa x acuta,Pacific Black Duck x Northern Pintail (hybrid),x01087,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Pacific Black Duck x Northern Pintail (hybrid),
Anas platyrhynchos x acuta,Mallard x Northern Pintail (hybrid),x00628,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Mallard x Northern Pintail (hybrid),
Anas rubripes x acuta,American Black Duck x Northern Pintail (hybrid),x00674,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,American Black Duck x Northern Pintail (hybrid),
Anas eatoni,Eaton's Pintail,eatpin1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Eaton's Pintail,
Anas georgica,Yellow-billed Pintail,yebpin1,species,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,Yellow-billed Pintail,
Anas bahamensis x georgica,White-cheeked x Yellow-billed Pintail (hybrid),x01150,hybrid,,Anseriformes,"Ducks, Geese, and Waterfowl",,,,,,,,,,White-cheeked x Yellow-billed Pintail (hybrid),
Anas crecca,Green-winged Teal,gnwtea,species,GWTE,Anseriformes,"Ducks, Geese, and Waterfowl",GWTE,Green-winged Teal,ANACRE,绿翅鸭,Eurasian Teal,Green-winged Teal,AGWT,CNBIRD,BBL,Green-winged Teal|Eurasian Teal,GWTE
